smiles,selfies
C[N+](C)=CCl,[C][N+1][Branch1][C][C][=C][Cl]
CC(=O)c1cccnc1,[C][C][=Branch1][C][=O][C][=C][C][=C][N][=C][Ring1][=Branch1]
O=CN1CCOCC1,[O][=C][N][C][C][O][C][C][Ring1][=Branch1]
COC(=O)CCC(=O)O,[C][O][C][=Branch1][C][=O][C][C][C][=Branch1][C][=O][O]
NCc1cccnc1,[N][C][C][=C][C][=C][N][=C][Ring1][=Branch1]
Cc1cc(O)cc(C)c1Cl,[C][C][=C][C][Branch1][C][O][=C][C][Branch1][C][C][=C][Ring1][Branch2][Cl]
c1ccc2cnncc2c1,[C][=C][C][=C][C][=N][N][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2]
O=P(O)(OCc1ccccc1)OCc1ccccc1,[O][=P][Branch1][C][O][Branch1][O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
ClCc1ccccc1,[Cl][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
OCc1ccccc1,[O][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
CC(=O)OCc1ccccc1,[C][C][=Branch1][C][=O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
COCCc1ccc(OCC(O)CNC(C)C)cc1.COCCc1ccc(OCC(O)CNC(C)C)cc1,[C][O][C][C][C][=C][C][=C][Branch1][=C][O][C][C][Branch1][C][O][C][N][C][Branch1][C][C][C][C][=C][Ring1][#C].[C][O][C][C][C][=C][C][=C][Branch1][=C][O][C][C][Branch1][C][O][C][N][C][Branch1][C][C][C][C][=C][Ring1][#C]
C[NH+](C)CCC(c1ccccc1)c1cccc[nH+]1,[C][NH1+1][Branch1][C][C][C][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=NH1+1][Ring1][=Branch1]
CC(C)=CCC[C@H](C)CCO,[C][C][Branch1][C][C][=C][C][C][C@H1][Branch1][C][C][C][C][O]
CC(C)CC(O)CC(C)C,[C][C][Branch1][C][C][C][C][Branch1][C][O][C][C][Branch1][C][C][C]
C=C(C)C(=O)OCCOP(=O)(O)OCCOC(=O)C(=C)C,[C][=C][Branch1][C][C][C][=Branch1][C][=O][O][C][C][O][P][=Branch1][C][=O][Branch1][C][O][O][C][C][O][C][=Branch1][C][=O][C][=Branch1][C][=C][C]
C=C(C)OC(C)=O,[C][=C][Branch1][C][C][O][C][Branch1][C][C][=O]
Cc1cc(O)cc2c1O[C@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)CC2,[C][C][=C][C][Branch1][C][O][=C][C][=C][Ring1][#Branch1][O][C@][Branch1][C][C][Branch2][Ring1][#Branch1][C][C][C][C@H1][Branch1][C][C][C][C][C][C@H1][Branch1][C][C][C][C][C][C][Branch1][C][C][C][C][C][Ring2][Ring1][#Branch1]
O=C1CC[C@@H](C(=O)O)N1,[O][=C][C][C][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][N][Ring1][Branch2]
CC1(C)[C@@H](O[C@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]2O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C,[C][C][Branch1][C][C][C@@H1][Branch2][Ring2][=C][O][C@H1][O][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring1][O][O][C@@H1][O][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring1][O][O][C][C][C@@][Branch1][C][C][C@H1][Ring2][Ring1][P][C][C][C@][Branch1][C][C][C@@H1][Ring1][Branch2][C][=Branch1][C][=O][C][=C][C@@H1][C][C@@][Branch1][C][C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][C][C@][Ring1][#Branch2][Branch1][C][C][C][C][C@][Ring1][#C][Ring2][Ring1][Branch1][C]
O=C1NC(=O)C(=O)C(=O)N1,[O][=C][N][C][=Branch1][C][=O][C][=Branch1][C][=O][C][=Branch1][C][=O][N][Ring1][=Branch2]
OCCCC1CCCCC1,[O][C][C][C][C][C][C][C][C][C][Ring1][=Branch1]
O=S(=O)([O-])c1ccc2c(/N=N\c3ccc(S(=O)(=O)[O-])c4ccccc34)c(O)c(S(=O)(=O)[O-])cc2c1,[O][=S][=Branch1][C][=O][Branch1][C][O-1][C][=C][C][=C][C][Branch2][Ring1][O][/N][=N][\C][=C][C][=C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O-1][C][=C][C][=C][C][=C][Ring1][=C][Ring1][=Branch1][=C][Branch1][C][O][C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O-1][=C][C][Ring2][Ring1][O][=C][Ring2][Ring1][#C]
CC(C)OC(=O)c1ccccc1C(=O)OC(C)C,[C][C][Branch1][C][C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][Branch1][C][C][C]
CO[C@H]1[C@H]([C@@]2(C)O[C@@H]2CC=C(C)C)[C@]2(CC[C@H]1OC(=O)/C=C/C=C/C=C/C=C/C(=O)O)CO2,[C][O][C@H1][C@H1][Branch1][S][C@@][Branch1][C][C][O][C@@H1][Ring1][Ring2][C][C][=C][Branch1][C][C][C][C@][Branch2][Ring1][Branch2][C][C][C@H1][Ring1][#C][O][C][=Branch1][C][=O][/C][=C][/C][=C][/C][=C][/C][=C][/C][=Branch1][C][=O][O][C][O][Ring2][Ring1][Ring2]
C1CCC2(CCCCO2)OC1,[C][C][C][C][Branch1][Branch2][C][C][C][C][O][Ring1][=Branch1][O][C][Ring1][O]
C[C@H]1O[C@H](O[C@@H]2[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@H]2O)[C@@H](N)C[C@@H]1NC(=N)C(=O)O,[C][C@H1][O][C@H1][Branch2][Ring1][#Branch1][O][C@@H1][C@@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring1][#Branch2][O][C@@H1][Branch1][C][N][C][C@@H1][Ring2][Ring1][Ring1][N][C][=Branch1][C][=N][C][=Branch1][C][=O][O]
CCCCOCCO,[C][C][C][C][O][C][C][O]
CCCN(CCC)C(=O)SCC,[C][C][C][N][Branch1][Ring2][C][C][C][C][=Branch1][C][=O][S][C][C]
O=S(=O)([O-])c1cccc2ccccc12,[O][=S][=Branch1][C][=O][Branch1][C][O-1][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1]
N#CCCC#N,[N][#C][C][C][C][#N]
Cc1ncc([N+](=O)[O-])n1CCO,[C][C][=N][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][N][Ring1][Branch2][C][C][O]
C[N+]1(C)[C@H]2CC[C@@H]1C[C@H](OC(=O)C(CO)c1ccccc1)C2,[C][N+1][Branch1][C][C][C@H1][C][C][C@@H1][Ring1][=Branch1][C][C@H1][Branch2][Ring1][Ring1][O][C][=Branch1][C][=O][C][Branch1][Ring1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring2][Ring1][Ring1]
CC(Cl)(Cl)C(=O)O,[C][C][Branch1][C][Cl][Branch1][C][Cl][C][=Branch1][C][=O][O]
CC(=O)C(Cl)Cl,[C][C][=Branch1][C][=O][C][Branch1][C][Cl][Cl]
Cc1cc(O)c2c(O)c3c(O)cccc3cc2c1,[C][C][=C][C][Branch1][C][O][=C][C][Branch1][C][O][=C][C][Branch1][C][O][=C][C][=C][C][Ring1][#Branch1][=C][C][Ring1][N][=C][Ring1][P]
Cc1ccccc1N1CCN(CCc2nnc3n2CCCC3)CC1,[C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][C][N][Branch1][S][C][C][C][=N][N][=C][N][Ring1][Branch1][C][C][C][C][Ring1][=Branch1][C][C][Ring1][P]
CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,[C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring1][=Branch2][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Cl][C][Branch1][=Branch2][S][Branch1][C][N][=Branch1][C][=O][=O][=C][Ring1][O]
CCO[Si](C)(CCCOCC1CO1)OCC,[C][C][O][Si][Branch1][C][C][Branch1][O][C][C][C][O][C][C][C][O][Ring1][Ring1][O][C][C]
CCCCOCCOCCOCCO,[C][C][C][C][O][C][C][O][C][C][O][C][C][O]
CCNC(=O)NCCCOc1cccc(CN2CCCCC2)c1,[C][C][N][C][=Branch1][C][=O][N][C][C][C][O][C][=C][C][=C][C][Branch1][#Branch2][C][N][C][C][C][C][C][Ring1][=Branch1][=C][Ring1][=N]
CC(=O)SCC(CC(=O)c1ccc(C)cc1)C(=O)O,[C][C][=Branch1][C][=O][S][C][C][Branch1][P][C][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][O]
CC(C)(C)NC[C@H](O)c1ccc(O)cc1Cl,[C][C][Branch1][C][C][Branch1][C][C][N][C][C@H1][Branch1][C][O][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][Cl]
CCCCC/C=C\C/C=C\CCCCCCCC(=O)NC(C)c1ccccc1,[C][C][C][C][C][/C][=C][\C][/C][=C][\C][C][C][C][C][C][C][C][=Branch1][C][=O][N][C][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,[C][C][N][Branch1][C][C][C][=Branch1][C][=O][O][C][=C][C][=C][C][Branch1][#Branch2][C@H1][Branch1][C][C][N][Branch1][C][C][C][=C][Ring1][O]
Cc1cccc(C(=O)O)c1[N+](=O)[O-],[C][C][=C][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][Ring1][=Branch2][N+1][=Branch1][C][=O][O-1]
CCN(CC)CCOC(=O)C1(c2ccccc2)CCCC1.CCN(CC)CCOC(=O)C1(c2ccccc2)CCCC1.O=S(=O)(O)CCS(=O)(=O)O,[C][C][N][Branch1][Ring1][C][C][C][C][O][C][=Branch1][C][=O][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][C][Ring1][O].[C][C][N][Branch1][Ring1][C][C][C][C][O][C][=Branch1][C][=O][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][C][Ring1][O].[O][=S][=Branch1][C][=O][Branch1][C][O][C][C][S][=Branch1][C][=O][=Branch1][C][=O][O]
Clc1ccccn1,[Cl][C][=C][C][=C][C][=N][Ring1][=Branch1]
CCC(=O)/C=C/C1C(C)=CCCC1(C)C,[C][C][C][=Branch1][C][=O][/C][=C][/C][C][Branch1][C][C][=C][C][C][C][Ring1][#Branch1][Branch1][C][C][C]
CC1CC(OC(=O)c2ccccc2O)CC(C)(C)C1,[C][C][C][C][Branch1][#C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][C][Branch1][C][C][Branch1][C][C][C][Ring2][Ring1][C]
CCCCCCCCCO,[C][C][C][C][C][C][C][C][C][O]
CCCCCCNCCCCCC,[C][C][C][C][C][C][N][C][C][C][C][C][C]
ClCCCCl,[Cl][C][C][C][Cl]
CCCCCCOC(C)=O,[C][C][C][C][C][C][O][C][Branch1][C][C][=O]
NCCNCCN,[N][C][C][N][C][C][N]
NC(=O)CCCCC(N)=O,[N][C][=Branch1][C][=O][C][C][C][C][C][Branch1][C][N][=O]
CNC(=O)ON=CC(C)(C)SC,[C][N][C][=Branch1][C][=O][O][N][=C][C][Branch1][C][C][Branch1][C][C][S][C]
NN,[N][N]
O=C(OCc1ccccc1)C(=O)OCc1ccccc1,[O][=C][Branch1][O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
CCCCN(CCCC)CCCOC(=O)c1ccc(N)cc1,[C][C][C][C][N][Branch1][Branch1][C][C][C][C][C][C][C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1]
CC(C)(c1cc(Br)c(OCC(Br)CBr)c(Br)c1)c1cc(Br)c(OCC(Br)CBr)c(Br)c1,[C][C][Branch1][C][C][Branch2][Ring1][=Branch2][C][=C][C][Branch1][C][Br][=C][Branch1][=Branch2][O][C][C][Branch1][C][Br][C][Br][C][Branch1][C][Br][=C][Ring1][=C][C][=C][C][Branch1][C][Br][=C][Branch1][=Branch2][O][C][C][Branch1][C][Br][C][Br][C][Branch1][C][Br][=C][Ring1][=C]
CC(C)c1ccc(C(C)C)cc1,[C][C][Branch1][C][C][C][=C][C][=C][Branch1][=Branch1][C][Branch1][C][C][C][C][=C][Ring1][=Branch2]
COc1c2occc2cc2ccc(=O)oc12,[C][O][C][=C][O][C][=C][C][Ring1][Branch1][=C][C][C][=C][C][=Branch1][C][=O][O][C][Ring1][=C][=Ring1][#Branch1]
COC(C)(C)C,[C][O][C][Branch1][C][C][Branch1][C][C][C]
COC(N)=O,[C][O][C][Branch1][C][N][=O]
O=C(O)CNC(=O)c1ccccc1,[O][=C][Branch1][C][O][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1]
CC(C)(C)OC(=O)N1C[C@@H](F)C[C@H]1C(=O)O,[C][C][Branch1][C][C][Branch1][C][C][O][C][=Branch1][C][=O][N][C][C@@H1][Branch1][C][F][C][C@H1][Ring1][=Branch1][C][=Branch1][C][=O][O]
Oc1nc(O)nc(O)n1,[O][C][=N][C][Branch1][C][O][=N][C][Branch1][C][O][=N][Ring1][Branch2]
N#CC1(O)CCCCC1,[N][#C][C][Branch1][C][O][C][C][C][C][C][Ring1][#Branch1]
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,[C][C][O][C][=Branch1][C][=O][C][N][=C][N][C][=Ring1][Branch1][C][N][Branch1][C][C][C][=Branch1][C][=O][C][=C][C][Branch1][C][F][=C][C][=C][Ring1][#Branch1][Ring1][=C]
CSCCC=O,[C][S][C][C][C][=O]
CC(C)(C)C(=O)Cl,[C][C][Branch1][C][C][Branch1][C][C][C][=Branch1][C][=O][Cl]
CCCCC(CC)COC(=O)Cl,[C][C][C][C][C][Branch1][Ring1][C][C][C][O][C][=Branch1][C][=O][Cl]
CCCCC(CC)C(=O)[O-],[C][C][C][C][C][Branch1][Ring1][C][C][C][=Branch1][C][=O][O-1]
COCN(COC)c1nc(N(COC)COC)nc(N(COC)COC)n1,[C][O][C][N][Branch1][Ring2][C][O][C][C][=N][C][Branch1][#Branch2][N][Branch1][Ring2][C][O][C][C][O][C][=N][C][Branch1][#Branch2][N][Branch1][Ring2][C][O][C][C][O][C][=N][Ring2][Ring1][Ring2]
O=Cc1cccc(Br)c1,[O][=C][C][=C][C][=C][C][Branch1][C][Br][=C][Ring1][#Branch1]
C/C=C/C=C/C(=O)[O-],[C][/C][=C][/C][=C][/C][=Branch1][C][=O][O-1]
CCCCCC=CCC(=O)OC,[C][C][C][C][C][C][=C][C][C][=Branch1][C][=O][O][C]
CCCCCCCCC(=O)OCC,[C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C]
CCCCCCCCCCCCCC(=O)OCC,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C]
CCCCCCC(O)CCOC(C)=O,[C][C][C][C][C][C][C][Branch1][C][O][C][C][O][C][Branch1][C][C][=O]
C=CCCCCCCCCO,[C][=C][C][C][C][C][C][C][C][C][O]
Nc1nc(N)c(-c2ccccc2)s1,[N][C][=N][C][Branch1][C][N][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][S][Ring1][N]
CCNC(=O)C1CC(C)CCC1C(C)C,[C][C][N][C][=Branch1][C][=O][C][C][C][Branch1][C][C][C][C][C][Ring1][#Branch1][C][Branch1][C][C][C]
CCc1ccc(O)c(OC)c1,[C][C][C][=C][C][=C][Branch1][C][O][C][Branch1][Ring1][O][C][=C][Ring1][=Branch2]
CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F,[C][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][P][C][=Branch1][C][=O][C][C][=Branch1][C][=O][C][C][C][C][Ring1][#Branch1][=O][C][Branch1][C][Cl][=C][Ring1][P][C][O][C][C][Branch1][C][F][Branch1][C][F][F]
C[C@@H](O)C(=O)O,[C][C@@H1][Branch1][C][O][C][=Branch1][C][=O][O]
OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@@H]8[C@@H](CO)O[C@H](O[C@@H]9[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]9O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,[O][C][C@H1][O][C@@H1][O][C@@H1][C@@H1][Branch1][Ring1][C][O][O][C@H1][Branch2][#Branch2][O][O][C@@H1][C@@H1][Branch1][Ring1][C][O][O][C@H1][Branch2][=Branch2][=Branch1][O][C@@H1][C@@H1][Branch1][Ring1][C][O][O][C@H1][Branch2][#Branch1][P][O][C@@H1][C@@H1][Branch1][Ring1][C][O][O][C@H1][Branch2][=Branch1][N][O][C@@H1][C@@H1][Branch1][Ring1][C][O][O][C@H1][Branch2][Branch1][#Branch1][O][C@@H1][C@@H1][Branch1][Ring1][C][O][O][C@H1][Branch2][Ring2][C][O][C@@H1][C@@H1][Branch1][Ring1][C][O][O][C@H1][Branch1][#C][O][C@H1][Ring2][Branch1][=Branch1][C@H1][Branch1][C][O][C@H1][Ring2][Branch1][#Branch1][O][C@H1][Branch1][C][O][C@H1][Ring1][#C][O][C@H1][Branch1][C][O][C@H1][Ring2][Ring1][#Branch2][O][C@H1][Branch1][C][O][C@H1][Ring2][Ring2][Branch1][O][C@H1][Branch1][C][O][C@H1][Ring2][Ring2][S][O][C@H1][Branch1][C][O][C@H1][Ring2][Branch1][O][O][C@H1][Branch1][C][O][C@H1][Ring2][=Branch1][=Branch1][O][C@H1][Branch1][C][O][C@H1][Ring2][=Branch1][P][O]
CC1=CC[C@@]23CC1C(C)(C)[C@@H]2CC[C@H]3C,[C][C][=C][C][C@@][C][C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C@@H1][Ring1][#Branch1][C][C][C@H1][Ring1][#Branch2][C]
CCCCOCCOCCSC#N,[C][C][C][C][O][C][C][O][C][C][S][C][#N]
O=C(N[C@H]1CN2CCC1CC2)c1ccc2c(c1)OCCO2,[O][=C][Branch1][=C][N][C@H1][C][N][C][C][C][Ring1][=Branch1][C][C][Ring1][=Branch1][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][C][O][Ring1][#Branch1]
Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,[N][C][=N][C][Branch1][C][Cl][=N][C][=C][Ring1][#Branch1][N][=C][N][Ring1][Branch1][C@H1][C][C@H1][Branch1][C][O][C@@H1][Branch1][Ring1][C][O][O][Ring1][Branch2]
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)C(C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,[C][C][C@H1][O][C][=Branch1][C][=O][C@H1][Branch1][C][C][C@@H1][Branch2][Ring1][#Branch1][O][C@H1][C][C@@][Branch1][C][C][Branch1][Ring1][O][C][C@@H1][Branch1][C][O][C@H1][Branch1][C][C][O][Ring1][O][C][Branch1][C][C][C@@H1][Branch2][Ring1][Branch1][O][C@@H1][O][C@H1][Branch1][C][C][C][C@H1][Branch1][=Branch1][N][Branch1][C][C][C][C@H1][Ring1][#Branch2][O][C@][Branch1][C][C][Branch1][Ring1][O][C][C][C@@H1][Branch1][C][C][C][=Branch1][C][=O][C@H1][Branch1][C][C][C@@H1][Branch1][C][O][C@][Ring2][Ring2][S][Branch1][C][C][O]
CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,[C][C][N][N][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][#Branch1][C][=C][Ring1][=Branch1][Ring1][=C][O][C][O][Ring1][#Branch1]
C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,[C][=Branch1][#Branch2][=C][/C][=C][C][=C][C][=C][Ring1][=Branch1][\C][N][C][C][N][Branch2][Ring1][Ring2][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring2][Ring1][Ring1]
BrCCCBr,[Br][C][C][C][Br]
COc1ccc(C(Cl)=C(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,[C][O][C][=C][C][=C][Branch2][Ring1][S][C][Branch1][C][Cl][=C][Branch1][=N][C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][Branch2][C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][Branch2][C][=C][Ring2][Ring1][=Branch2]
Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,[C][C][=C][C][Branch1][C][C][=N][C][Branch2][Ring1][Ring2][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][=N][Ring2][Ring1][C]
Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,[C][C][=N][O][C][Branch2][Ring1][Ring2][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][=C][Ring1][S][C]
O=S1(=O)CC=CC1,[O][=S][=Branch1][C][=O][C][C][=C][C][Ring1][=Branch1]
CCCCC1(COC(=O)CCC(=O)O)C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,[C][C][C][C][C][Branch1][=C][C][O][C][=Branch1][C][=O][C][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring2][Ring1][O][=O]
CNCCO,[C][N][C][C][O]
C=CCc1ccc(OC)c(OC)c1,[C][=C][C][C][=C][C][=C][Branch1][Ring1][O][C][C][Branch1][Ring1][O][C][=C][Ring1][#Branch2]
C[N+]1(CC2COC(c3ccccc3)(C3CCCCC3)O2)CCCCC1,[C][N+1][Branch2][Ring1][=N][C][C][C][O][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][Branch1][=Branch2][C][C][C][C][C][C][Ring1][=Branch1][O][Ring1][P][C][C][C][C][C][Ring2][Ring1][Branch2]
CC(CC=O)CCCC(C)(C)O,[C][C][Branch1][Ring2][C][C][=O][C][C][C][C][Branch1][C][C][Branch1][C][C][O]
CCN(CC)CCNC(=O)COc1ccc(OC)cc1,[C][C][N][Branch1][Ring1][C][C][C][C][N][C][=Branch1][C][=O][C][O][C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][Branch2]
Cc1ccc(C(=O)C(C)CN2CCCCC2)cc1,[C][C][=C][C][=C][Branch2][Ring1][C][C][=Branch1][C][=O][C][Branch1][C][C][C][N][C][C][C][C][C][Ring1][=Branch1][C][=C][Ring1][P]
CC(C)COC(=O)CCCCC(=O)OCC(C)C,[C][C][Branch1][C][C][C][O][C][=Branch1][C][=O][C][C][C][C][C][=Branch1][C][=O][O][C][C][Branch1][C][C][C]
O=[N+]([O-])c1ccc(C=Cc2ccc([N+](=O)[O-])cc2S(=O)(=O)[O-])c(S(=O)(=O)[O-])c1,[O][=N+1][Branch1][C][O-1][C][=C][C][=C][Branch2][Ring1][#Branch2][C][=C][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O-1][C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O-1][=C][Ring2][Ring1][=Branch2]
COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1,[C][O][C][=Branch1][C][=O][C][C][C][=C][C][=C][Branch1][=C][O][C][C][Branch1][C][O][C][N][C][Branch1][C][C][C][C][=C][Ring1][#C]
C=CC(=O)NC(C)C,[C][=C][C][=Branch1][C][=O][N][C][Branch1][C][C][C]
CC(C)c1cccc(C(C)C)c1O,[C][C][Branch1][C][C][C][=C][C][=C][C][Branch1][=Branch1][C][Branch1][C][C][C][=C][Ring1][=Branch2][O]
Cc1c(C(C)C)c(=O)n(-c2ccccc2)n1C,[C][C][=C][Branch1][=Branch1][C][Branch1][C][C][C][C][=Branch1][C][=O][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring1][#C][C]
[O-][Cl+3]([O-])([O-])[O-],[O-1][Cl+3][Branch1][C][O-1][Branch1][C][O-1][O-1]
O=NN(c1ccccc1)c1ccccc1,[O][=N][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1]
CCCN(CCC)N=O,[C][C][C][N][Branch1][Ring2][C][C][C][N][=O]
C[N+](C)(C)C,[C][N+1][Branch1][C][C][Branch1][C][C][C]
N=C(N)c1ccccc1,[N][=C][Branch1][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1]
CCCC[N+](CCCC)(CCCC)CCCC,[C][C][C][C][N+1][Branch1][Branch1][C][C][C][C][Branch1][Branch1][C][C][C][C][C][C][C][C]
CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1,[C][C][C][C][N][Branch2][Ring1][Ring1][C][C][C][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][C][Ring2][Ring1][C]
N=C(N)NN,[N][=C][Branch1][C][N][N][N]
Cc1ccc(C(N)=O)cc1N,[C][C][=C][C][=C][Branch1][=Branch1][C][Branch1][C][N][=O][C][=C][Ring1][=Branch2][N]
ClCCCCCCCl,[Cl][C][C][C][C][C][C][Cl]
CN1C(=O)CC(C)(c2ccccc2)C1=O,[C][N][C][=Branch1][C][=O][C][C][Branch1][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][=N][=O]
C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O,[C][C@][Branch1][C][N][Branch1][S][C][C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2][C][=Branch1][C][=O][O]
Nc1ccc2cc(S(=O)(=O)O)ccc2c1,[N][C][=C][C][=C][C][=C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O][C][=C][C][Ring1][#Branch2][=C][Ring1][=C]
