smiles,smi_mac_fragments,selfies,NR-AR
CC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,"O=S(=O)([O-])C(F)(F)F,[3*]CC,[4*][N+]1(C)CCCC1",[C][C][N+1][Branch1][C][C][C][C][C][C][Ring1][=Branch1].[O][=S][=Branch1][C][=O][Branch1][C][O-1][C][Branch1][C][F][Branch1][C][F][F],0
CNC(=O)/C=C(\C)OP(=O)(OC)OC,"[1*]C(=O)C=[5*],[4*]NC,[5*]=C(C)OP(=O)(OC)OC",[C][N][C][=Branch1][C][=O][/C][=C][Branch1][C][\C][O][P][=Branch1][C][=O][Branch1][Ring1][O][C][O][C],0
CC=CC(=O)CC,"[5*]=CC,[5*]=CC(=O)CC",[C][C][=C][C][=Branch1][C][=O][C][C],0
CC1OCCC1=O,CC1OCCC1=O,[C][C][O][C][C][C][Ring1][Branch1][=O],0
CC1CCCC(=O)C1=O,CC1CCCC(=O)C1=O,[C][C][C][C][C][C][=Branch1][C][=O][C][Ring1][#Branch1][=O],0
c1cnc2c(n1)CCCC2,c1cnc2c(n1)CCCC2,[C][=C][N][=C][C][=Branch1][Ring2][=N][Ring1][=Branch1][C][C][C][C][Ring1][#Branch1],0
CCCCc1ccc2cccc(S(=O)(=O)[O-])c2c1,"[6*]CCCC,[14*]c1ccc2cccc(S(=O)(=O)[O-])c2c1",[C][C][C][C][C][=C][C][=C][C][=C][C][=C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O-1][C][Ring1][#Branch2][=C][Ring1][=C],0
NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,[N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][Cl][N][=C][N][S][Ring1][=Branch2][=Branch1][C][=O][=O],0
O=P(Cl)(Cl)Cl,O=P(Cl)(Cl)Cl,[O][=P][Branch1][C][Cl][Branch1][C][Cl][Cl],0
CN(C)CCOC(c1ccccc1)c1ccccc1,"[4*]N(C)C,[3*]CC[3*],[2*]O[2*],[14*]c1ccccc1,[3*]C([6*])[6*]",[C][N][Branch1][C][C][C][C][O][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],0
COC(=O)c1ccc(C)cc1,"[14*]c1ccc(C)cc1,[1*]C([1*])=O,[2*]OC",[C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1],0
CC(=O)C=Cc1ccccc1,"[5*]=Cc1ccccc1,[5*]=CC(C)=O",[C][C][=Branch1][C][=O][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1],0
Cc1c[nH]c(=S)[nH]c1=O,Cc1c[nH]c(=S)[nH]c1=O,[C][C][=C][NH1][C][=Branch1][C][=S][NH1][C][Ring1][#Branch1][=O],0
COc1ccc2cc1Oc1cc3c(cc1OC)CC[N+](C)(C)[C@H]3Cc1ccc(cc1)Oc1c(OC)c(OC)cc3c1[C@@H](C2)[N+](C)(C)CC3,"[2*]O[2*],[6*]C[C@H]1c2cc([14*])c([14*])cc2CC[N+]1(C)C,[2*]OC,[6*]C[C@@H]1c2c(cc([14*])c([14*])c2[14*])CC[N+]1(C)C,[14*]c1ccc([14*])c([14*])c1,[14*]c1ccc([14*])cc1",[C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][=C][C][=C][Branch1][#Branch1][C][=C][Ring1][=Branch1][O][C][C][C][N+1][Branch1][C][C][Branch1][C][C][C@H1][Ring1][N][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][=C][Branch1][Ring1][O][C][C][Branch1][Ring1][O][C][=C][C][=C][Ring1][#Branch2][C@@H1][Branch1][Branch1][C][Ring2][Ring2][=Branch1][N+1][Branch1][C][C][Branch1][C][C][C][C][Ring1][=Branch2],0
CC12CCC(CC1)C(C)(C)O2,CC12CCC(CC1)C(C)(C)O2,[C][C][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][O][Ring1][#Branch2],0
C=COCC1CCC(CO)CC1,"[2*]OC=C,[13*]C1CCC([13*])CC1,[3*]C[6*],[6*]CO",[C][=C][O][C][C][C][C][C][Branch1][Ring1][C][O][C][C][Ring1][Branch2],0
CC(=O)/C=C/C1=C(C)CCCC1(C)C,"[5*]=CC1=C(C)CCCC1(C)C,[5*]=CC(C)=O",[C][C][=Branch1][C][=O][/C][=C][/C][=C][Branch1][C][C][C][C][C][C][Ring1][#Branch1][Branch1][C][C][C],0
CC(=O)NC1CCSC1=O,"[3*]C1CCSC1=O,[4*]N[4*],[1*]C(C)=O",[C][C][=Branch1][C][=O][N][C][C][C][S][C][Ring1][Branch1][=O],0
CC(O)CN,CC(O)CN,[C][C][Branch1][C][O][C][N],0
C=CCc1ccc(O)c(OC)c1,"[6*]CC=C,[2*]OC,[14*]c1ccc(O)c([14*])c1",[C][=C][C][C][=C][C][=C][Branch1][C][O][C][Branch1][Ring1][O][C][=C][Ring1][=Branch2],0
COC(=O)[C@@H](N)CCCN/C(N)=N/[N+](=O)[O-],"[1*]C(=O)[C@@H](N)CCC[3*],[4*]N/C(N)=N/[N+](=O)[O-],[2*]OC",[C][O][C][=Branch1][C][=O][C@@H1][Branch1][C][N][C][C][C][N][/C][Branch1][C][N][=N][/N+1][=Branch1][C][=O][O-1],0
C[C@H](N[C@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,"[1*]C(=O)O,[3*][C@H](CC[6*])C(=O)O,[14*]c1ccccc1,[4*]N[4*],[4*]N1CCC[C@@H]1[11*],[1*]C(=O)[C@H]([3*])C",[C][C@H1][Branch2][Ring1][Ring2][N][C@H1][Branch1][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][=Branch1][C][=O][N][C][C][C][C@H1][Ring1][Branch1][C][=Branch1][C][=O][O],0
CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,"[4*]N(C)C,[4*]N1CCCC1,[6*]CS([10*])(=O)=O,[3*]CC[6*],[14*]c1ccc2[nH]cc([14*])c2c1",[C][N][Branch1][C][C][C][C][C][=C][NH1][C][=C][C][=C][Branch1][S][C][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=C][Ring2][Ring1][C][Ring1][#C],0
C=C(C)C(=O)OCCNC(C)(C)C,"[3*]CC[3*],[2*]O[2*],[4*]N[4*],[3*]C(C)(C)C,[1*]C(=O)C(=C)C",[C][=C][Branch1][C][C][C][=Branch1][C][=O][O][C][C][N][C][Branch1][C][C][Branch1][C][C][C],0
NS(=O)(=O)c1ccccc1OC(F)(F)F,"[2*]OC(F)(F)F,[14*]c1ccccc1S(N)(=O)=O",[N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][Branch1][C][F][Branch1][C][F][F],0
O=C=NCC1CCCC(CN=C=O)C1,"[13*]C1CCCC([13*])C1,[6*]CN=C=O",[O][=C][=N][C][C][C][C][C][C][Branch1][Branch1][C][N][=C][=O][C][Ring1][#Branch2],0
NS(=O)(=O)c1ccc(C(=O)O)cc1,"[14*]c1ccc(S(N)(=O)=O)cc1,[1*]C(=O)O",[N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][=C][Ring1][=Branch2],0
COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,"[4*]N(C)C,[12*]c1ccccn1,[3*]CC[3*],[2*]OC,[3*]C[6*],[14*]c1ccc([14*])cc1,[4*]N([4*])[4*]",[C][O][C][=C][C][=C][Branch2][Ring1][Ring2][C][N][Branch1][Branch2][C][C][N][Branch1][C][C][C][C][=C][C][=C][C][=N][Ring1][=Branch1][C][=C][Ring2][Ring1][Ring1],0
CN(C)C(=O)Oc1ccc[n+](C)c1,"[4*]N(C)C,[2*]O[2*],[1*]C([1*])=O,[14*]c1ccc[n+](C)c1",[C][N][Branch1][C][C][C][=Branch1][C][=O][O][C][=C][C][=C][N+1][Branch1][C][C][=C][Ring1][#Branch1],1
Cc1ncc(CO)c(CO)c1O,"[14*]c1cnc(C)c(O)c1[14*],[6*]CO",[C][C][=N][C][=C][Branch1][Ring1][C][O][C][Branch1][Ring1][C][O][=C][Ring1][#Branch2][O],0
CC(C)(CO)CO,CC(C)(CO)CO,[C][C][Branch1][C][C][Branch1][Ring1][C][O][C][O],0
O=S1(=O)CCCC1,O=S1(=O)CCCC1,[O][=S][=Branch1][C][=O][C][C][C][C][Ring1][=Branch1],0
O=[N+]([O-])C(CO)(CO)CO,O=[N+]([O-])C(CO)(CO)CO,[O][=N+1][Branch1][C][O-1][C][Branch1][Ring1][C][O][Branch1][Ring1][C][O][C][O],0
O=[N+]([O-])OCCN(CCO[N+](=O)[O-])CCO[N+](=O)[O-],"[2*]O[N+](=O)[O-],[4*]N([4*])[4*],[3*]CC[3*]",[O][=N+1][Branch1][C][O-1][O][C][C][N][Branch1][=Branch2][C][C][O][N+1][=Branch1][C][=O][O-1][C][C][O][N+1][=Branch1][C][=O][O-1],0
NC(CO)(CO)CO,NC(CO)(CO)CO,[N][C][Branch1][Ring1][C][O][Branch1][Ring1][C][O][C][O],0
COc1cc2c3cc1Oc1cc(ccc1O)C[C@@H]1c4c(cc(OC)c(O)c4Oc4ccc(cc4)C[C@@H]3N(C)CC2)CC[N+]1(C)C,"[14*]c1ccc(O)c([14*])c1,[2*]O[2*],[2*]OC,[6*]C[C@@H]1c2c(cc([14*])c(O)c2[14*])CC[N+]1(C)C,[6*]C[C@H]1c2cc([14*])c([14*])cc2CCN1C,[14*]c1ccc([14*])cc1",[C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][=C][C][=Branch1][#Branch1][=C][C][=C][Ring1][=Branch1][O][C][C@@H1][C][=C][Branch2][Ring2][#Branch1][C][=C][Branch1][Ring1][O][C][C][Branch1][C][O][=C][Ring1][=Branch2][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][C@@H1][Ring2][Ring1][#C][N][Branch1][C][C][C][C][Ring2][Ring2][Ring2][C][C][N+1][Ring2][Ring1][#Branch2][Branch1][C][C][C],0
O=C(O[C@@H]1C[C@@H]2CC[C@H](C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1,"[1*]C(=O)C([6*])([6*])O,[3*][C@H]1C[C@H]2CC[C@@H](C1)[N+]21CCCC1,[14*]c1ccccc1,[2*]O[2*]",[O][=C][Branch2][Ring1][=Branch1][O][C@@H1][C][C@@H1][C][C][C@H1][Branch1][Ring2][C][Ring1][#Branch1][N+1][Ring1][=Branch1][C][C][C][C][Ring1][Branch1][C][Branch1][C][O][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],0
COc1cc(C(=O)NC2CCCNC2)cc(OC)c1OC,"[3*]C1CCCNC1,[2*]OC,[1*]C([1*])=O,[4*]N[4*],[14*]c1cc([14*])c([14*])c([14*])c1",[C][O][C][=C][C][Branch1][=C][C][=Branch1][C][=O][N][C][C][C][C][N][C][Ring1][=Branch1][=C][C][Branch1][Ring1][O][C][=C][Ring1][P][O][C],0
C[N+](C)=CCl,C[N+](C)=CCl,[C][N+1][Branch1][C][C][=C][Cl],0
CC(=O)c1cccnc1,"[14*]c1cccnc1,[1*]C(C)=O",[C][C][=Branch1][C][=O][C][=C][C][=C][N][=C][Ring1][=Branch1],0
O=CN1CCOCC1,O=CN1CCOCC1,[O][=C][N][C][C][O][C][C][Ring1][=Branch1],0
COC(=O)CCC(=O)O,"[1*]C(=O)CCC(=O)O,[2*]OC",[C][O][C][=Branch1][C][=O][C][C][C][=Branch1][C][=O][O],0
NCc1cccnc1,"[14*]c1cccnc1,[6*]CN",[N][C][C][=C][C][=C][N][=C][Ring1][=Branch1],0
Cc1cc(O)cc(C)c1Cl,Cc1cc(O)cc(C)c1Cl,[C][C][=C][C][Branch1][C][O][=C][C][Branch1][C][C][=C][Ring1][Branch2][Cl],0
c1ccc2cnncc2c1,c1ccc2cnncc2c1,[C][=C][C][=C][C][=N][N][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2],0
O=P(O)(OCc1ccccc1)OCc1ccccc1,"[14*]c1ccccc1,[2*]OP(=O)(O)O[2*],[3*]C[6*]",[O][=P][Branch1][C][O][Branch1][O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1],0
ClCc1ccccc1,"[6*]CCl,[14*]c1ccccc1",[Cl][C][C][=C][C][=C][C][=C][Ring1][=Branch1],0
OCc1ccccc1,"[14*]c1ccccc1,[6*]CO",[O][C][C][=C][C][=C][C][=C][Ring1][=Branch1],0
CC(=O)OCc1ccccc1,"[2*]O[2*],[14*]c1ccccc1,[3*]C[6*],[1*]C(C)=O",[C][C][=Branch1][C][=O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1],0
COCCc1ccc(OCC(O)CNC(C)C)cc1.COCCc1ccc(OCC(O)CNC(C)C)cc1,"[3*]CC(O)C[3*],[3*]CC[6*],[2*]O[2*],[2*]OC,[3*]C(C)C,[4*]N[4*],[14*]c1ccc([14*])cc1",[C][O][C][C][C][=C][C][=C][Branch1][=C][O][C][C][Branch1][C][O][C][N][C][Branch1][C][C][C][C][=C][Ring1][#C].[C][O][C][C][C][=C][C][=C][Branch1][=C][O][C][C][Branch1][C][O][C][N][C][Branch1][C][C][C][C][=C][Ring1][#C],0
C[NH+](C)CCC(c1ccccc1)c1cccc[nH+]1,"[12*]c1cccc[nH+]1,[3*]CCC([6*])[6*],[4*][NH+](C)C,[14*]c1ccccc1",[C][NH1+1][Branch1][C][C][C][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=NH1+1][Ring1][=Branch1],0
CC(C)=CCC[C@H](C)CCO,"[5*]=C(C)C,[5*]=CCC[C@H](C)CCO",[C][C][Branch1][C][C][=C][C][C][C@H1][Branch1][C][C][C][C][O],0
CC(C)CC(O)CC(C)C,CC(C)CC(O)CC(C)C,[C][C][Branch1][C][C][C][C][Branch1][C][O][C][C][Branch1][C][C][C],0
C=C(C)C(=O)OCCOP(=O)(O)OCCOC(=O)C(=C)C,"[2*]O[2*],[2*]OP(=O)(O)O[2*],[1*]C(=O)C(=C)C,[3*]CC[3*]",[C][=C][Branch1][C][C][C][=Branch1][C][=O][O][C][C][O][P][=Branch1][C][=O][Branch1][C][O][O][C][C][O][C][=Branch1][C][=O][C][=Branch1][C][=C][C],0
C=C(C)OC(C)=O,"[2*]OC(=C)C,[1*]C(C)=O",[C][=C][Branch1][C][C][O][C][Branch1][C][C][=O],0
Cc1cc(O)cc2c1O[C@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)CC2,"[11*][C@@]1(C)CCc2cc(O)cc(C)c2O1,[6*]CCC[C@H](C)CCC[C@H](C)CCCC(C)C",[C][C][=C][C][Branch1][C][O][=C][C][=C][Ring1][#Branch1][O][C@][Branch1][C][C][Branch2][Ring1][#Branch1][C][C][C][C@H1][Branch1][C][C][C][C][C][C@H1][Branch1][C][C][C][C][C][C][Branch1][C][C][C][C][C][Ring2][Ring1][#Branch1],0
O=C1CC[C@@H](C(=O)O)N1,"[11*][C@H]1CCC(=O)N1,[1*]C(=O)O",[O][=C][C][C][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][N][Ring1][Branch2],0
CC1(C)[C@@H](O[C@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]2O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C,"[1*]C(=O)O,[2*]O[2*],[3*][C@@H]1CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@]([13*])(C)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,[1*]C(=O)[O-],[3*][C@@H]1O[C@@H]([11*])[C@@H](O)[C@H](O)[C@H]1O,[3*][C@H]1[C@@H](O)[C@H](O)[C@H]([11*])O[C@@H]1[3*]",[C][C][Branch1][C][C][C@@H1][Branch2][Ring2][=C][O][C@H1][O][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring1][O][O][C@@H1][O][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring1][O][O][C][C][C@@][Branch1][C][C][C@H1][Ring2][Ring1][P][C][C][C@][Branch1][C][C][C@@H1][Ring1][Branch2][C][=Branch1][C][=O][C][=C][C@@H1][C][C@@][Branch1][C][C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][C][C@][Ring1][#Branch2][Branch1][C][C][C][C][C@][Ring1][#C][Ring2][Ring1][Branch1][C],0
O=C1NC(=O)C(=O)C(=O)N1,O=C1NC(=O)C(=O)C(=O)N1,[O][=C][N][C][=Branch1][C][=O][C][=Branch1][C][=O][C][=Branch1][C][=O][N][Ring1][=Branch2],0
OCCCC1CCCCC1,"[13*]C1CCCCC1,[6*]CCCO",[O][C][C][C][C][C][C][C][C][C][Ring1][=Branch1],0
O=S(=O)([O-])c1ccc2c(/N=N\c3ccc(S(=O)(=O)[O-])c4ccccc34)c(O)c(S(=O)(=O)[O-])cc2c1,O=S(=O)([O-])c1ccc2c(/N=N\c3ccc(S(=O)(=O)[O-])c4ccccc34)c(O)c(S(=O)(=O)[O-])cc2c1,[O][=S][=Branch1][C][=O][Branch1][C][O-1][C][=C][C][=C][C][Branch2][Ring1][O][/N][=N][\C][=C][C][=C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O-1][C][=C][C][=C][C][=C][Ring1][=C][Ring1][=Branch1][=C][Branch1][C][O][C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O-1][=C][C][Ring2][Ring1][O][=C][Ring2][Ring1][#C],0
CC(C)OC(=O)c1ccccc1C(=O)OC(C)C,"[2*]O[2*],[1*]C([1*])=O,[3*]C(C)C,[14*]c1ccccc1[14*]",[C][C][Branch1][C][C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][Branch1][C][C][C],0
CO[C@H]1[C@H]([C@@]2(C)O[C@@H]2CC=C(C)C)[C@]2(CC[C@H]1OC(=O)/C=C/C=C/C=C/C=C/C(=O)O)CO2,"[1*]C(=O)C=[5*],[5*]=C(C)C,[3*][C@H]1[C@@H]([6*])[C@]2(CC[C@@H]1[3*])CO2,[2*]O[2*],[11*][C@@H]1O[C@]1([11*])C,[2*]OC,[5*]=CC(=O)O,[5*]=CC[6*],[5*]=CC=[5*]",[C][O][C@H1][C@H1][Branch1][S][C@@][Branch1][C][C][O][C@@H1][Ring1][Ring2][C][C][=C][Branch1][C][C][C][C@][Branch2][Ring1][Branch2][C][C][C@H1][Ring1][#C][O][C][=Branch1][C][=O][/C][=C][/C][=C][/C][=C][/C][=C][/C][=Branch1][C][=O][O][C][O][Ring2][Ring1][Ring2],0
C1CCC2(CCCCO2)OC1,C1CCC2(CCCCO2)OC1,[C][C][C][C][Branch1][Branch2][C][C][C][C][O][Ring1][=Branch1][O][C][Ring1][O],0
C[C@H]1O[C@H](O[C@@H]2[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@H]2O)[C@@H](N)C[C@@H]1NC(=N)C(=O)O,"[3*][C@@H]1C[C@H](N)[C@H]([3*])O[C@@H]1C,[2*]O[2*],[3*][C@@H]1[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@H]1O,[4*]NC(=N)C(=O)O",[C][C@H1][O][C@H1][Branch2][Ring1][#Branch1][O][C@@H1][C@@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring1][#Branch2][O][C@@H1][Branch1][C][N][C][C@@H1][Ring2][Ring1][Ring1][N][C][=Branch1][C][=N][C][=Branch1][C][=O][O],0
CCCCOCCO,"[2*]O[2*],[3*]CCCC,[3*]CCO",[C][C][C][C][O][C][C][O],0
CCCN(CCC)C(=O)SCC,"[3*]CCC,[1*]C(=O)S[9*],[3*]CC,[4*]N([4*])[4*]",[C][C][C][N][Branch1][Ring2][C][C][C][C][=Branch1][C][=O][S][C][C],0
O=S(=O)([O-])c1cccc2ccccc12,O=S(=O)([O-])c1cccc2ccccc12,[O][=S][=Branch1][C][=O][Branch1][C][O-1][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1],0
N#CCCC#N,N#CCCC#N,[N][#C][C][C][C][#N],0
Cc1ncc([N+](=O)[O-])n1CCO,"[7*]n1c([N+](=O)[O-])cnc1C,[6*]CCO",[C][C][=N][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][N][Ring1][Branch2][C][C][O],0
C[N+]1(C)[C@H]2CC[C@@H]1C[C@H](OC(=O)C(CO)c1ccccc1)C2,"[2*]O[2*],[14*]c1ccccc1,[3*][C@@H]1C[C@H]2CC[C@@H](C1)[N+]2(C)C,[1*]C(=O)C([6*])CO",[C][N+1][Branch1][C][C][C@H1][C][C][C@@H1][Ring1][=Branch1][C][C@H1][Branch2][Ring1][Ring1][O][C][=Branch1][C][=O][C][Branch1][Ring1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring2][Ring1][Ring1],1
CC(Cl)(Cl)C(=O)O,CC(Cl)(Cl)C(=O)O,[C][C][Branch1][C][Cl][Branch1][C][Cl][C][=Branch1][C][=O][O],0
CC(=O)C(Cl)Cl,CC(=O)C(Cl)Cl,[C][C][=Branch1][C][=O][C][Branch1][C][Cl][Cl],0
Cc1cc(O)c2c(O)c3c(O)cccc3cc2c1,Cc1cc(O)c2c(O)c3c(O)cccc3cc2c1,[C][C][=C][C][Branch1][C][O][=C][C][Branch1][C][O][=C][C][Branch1][C][O][=C][C][=C][C][Ring1][#Branch1][=C][C][Ring1][N][=C][Ring1][P],0
Cc1ccccc1N1CCN(CCc2nnc3n2CCCC3)CC1,"[4*]N1CCN([4*])CC1,[3*]CC[6*],[12*]c1nnc2n1CCCC2,[14*]c1ccccc1C",[C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][C][N][Branch1][S][C][C][C][=N][N][=C][N][Ring1][Branch1][C][C][C][C][Ring1][=Branch1][C][C][Ring1][P],0
CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,"[14*]c1ccc(Cl)c(S(N)(=O)=O)c1,[1*]C(=O)NN1c2ccccc2CC1C",[C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring1][=Branch2][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Cl][C][Branch1][=Branch2][S][Branch1][C][N][=Branch1][C][=O][=O][=C][Ring1][O],0
CCO[Si](C)(CCCOCC1CO1)OCC,"[2*]O[Si](C)(CCC[3*])O[2*],[2*]O[2*],[3*]CC,[3*]C[6*],[11*]C1CO1",[C][C][O][Si][Branch1][C][C][Branch1][O][C][C][C][O][C][C][C][O][Ring1][Ring1][O][C][C],0
CCCCOCCOCCOCCO,"[2*]O[2*],[3*]CCO,[3*]CCCC,[3*]CC[3*]",[C][C][C][C][O][C][C][O][C][C][O][C][C][O],0
CCNC(=O)NCCCOc1cccc(CN2CCCCC2)c1,"[2*]O[2*],[3*]CC,[3*]CCC[3*],[1*]C([1*])=O,[14*]c1cccc([14*])c1,[4*]N[4*],[3*]C[6*],[4*]N1CCCCC1",[C][C][N][C][=Branch1][C][=O][N][C][C][C][O][C][=C][C][=C][C][Branch1][#Branch2][C][N][C][C][C][C][C][Ring1][=Branch1][=C][Ring1][=N],0
CC(=O)SCC(CC(=O)c1ccc(C)cc1)C(=O)O,"[1*]C(=O)CC(C[3*])C(=O)O,[14*]c1ccc(C)cc1,[9*]SC(C)=O",[C][C][=Branch1][C][=O][S][C][C][Branch1][P][C][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][O],0
CC(C)(C)NC[C@H](O)c1ccc(O)cc1Cl,"[3*]C(C)(C)C,[3*]C[C@@H]([6*])O,[4*]N[4*],[14*]c1ccc(O)cc1Cl",[C][C][Branch1][C][C][Branch1][C][C][N][C][C@H1][Branch1][C][O][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][Cl],0
CCCCC/C=C\C/C=C\CCCCCCCC(=O)NC(C)c1ccccc1,"[3*]C([6*])C,[1*]C(=O)CCCCCCCC=[5*],[5*]=CCCCCC,[14*]c1ccccc1,[4*]N[4*],[5*]=CCC=[5*]",[C][C][C][C][C][/C][=C][\C][/C][=C][\C][C][C][C][C][C][C][C][=Branch1][C][=O][N][C][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],0
CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,"[4*]N(C)C,[2*]O[2*],[3*][C@H]([6*])C,[3*]CC,[14*]c1cccc([14*])c1,[1*]C([1*])=O,[4*]N([4*])C",[C][C][N][Branch1][C][C][C][=Branch1][C][=O][O][C][=C][C][=C][C][Branch1][#Branch2][C@H1][Branch1][C][C][N][Branch1][C][C][C][=C][Ring1][O],0
Cc1cccc(C(=O)O)c1[N+](=O)[O-],"[1*]C(=O)O,[14*]c1cccc(C)c1[N+](=O)[O-]",[C][C][=C][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][Ring1][=Branch2][N+1][=Branch1][C][=O][O-1],0
CCN(CC)CCOC(=O)C1(c2ccccc2)CCCC1.CCN(CC)CCOC(=O)C1(c2ccccc2)CCCC1.O=S(=O)(O)CCS(=O)(=O)O,"[6*]C1([13*])CCCC1,[3*]CC[3*],[2*]O[2*],O=S(=O)(O)CCS(=O)(=O)O,[3*]CC,[14*]c1ccccc1,[1*]C([1*])=O,[4*]N([4*])[4*]",[C][C][N][Branch1][Ring1][C][C][C][C][O][C][=Branch1][C][=O][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][C][Ring1][O].[C][C][N][Branch1][Ring1][C][C][C][C][O][C][=Branch1][C][=O][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][C][Ring1][O].[O][=S][=Branch1][C][=O][Branch1][C][O][C][C][S][=Branch1][C][=O][=Branch1][C][=O][O],0
Clc1ccccn1,Clc1ccccn1,[Cl][C][=C][C][=C][C][=N][Ring1][=Branch1],0
CCC(=O)/C=C/C1C(C)=CCCC1(C)C,"[5*]=CC(=O)CC,[5*]=CC1C(C)=CCCC1(C)C",[C][C][C][=Branch1][C][=O][/C][=C][/C][C][Branch1][C][C][=C][C][C][C][Ring1][#Branch1][Branch1][C][C][C],0
CC1CC(OC(=O)c2ccccc2O)CC(C)(C)C1,"[3*]C1CC(C)CC(C)(C)C1,[2*]O[2*],[1*]C([1*])=O,[14*]c1ccccc1O",[C][C][C][C][Branch1][#C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][C][Branch1][C][C][Branch1][C][C][C][Ring2][Ring1][C],0
