smiles,smi_fragments,selfies,selfies_fragments,CT_TOX
C(CC(=O)[O-])C(=O)[O-],['O=C([O-])CCC(=O)[O-]'],[C][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1],['[O][=C][Branch1][C][O-1][C][C][C][=Branch1][C][=O][O-1]'],0
C(CC(=O)[O-])C(=O)C[NH3+],['[NH3+]CC(=O)CCC(=O)[O-]'],[C][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][C][NH3+1],['[NH3+1][C][C][=Branch1][C][=O][C][C][C][=Branch1][C][=O][O-1]'],0
C(CC(=O)[O-])CO,['O=C([O-])CCCO'],[C][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][O],['[O][=C][Branch1][C][O-1][C][C][C][O]'],0
C(CC(=O)N)[C@@H](C(=O)[O-])[NH3+],['NC(=O)CC[C@H]([NH3+])C(=O)[O-]'],[C][Branch1][#Branch1][C][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][O-1][NH3+1],['[N][C][=Branch1][C][=O][C][C][C@H1][Branch1][C][NH3+1][C][=Branch1][C][=O][O-1]'],0
C(CC(=O)N[C@@H](CSSC[C@@H](C(=O)NCC(=O)[O-])NC(=O)CC[C@@H](C(=O)[O-])[NH3+])C(=O)NCC(=O)[O-])[C@@H](C(=O)[O-])[NH3+],"['[3C]CC(=O)[O-]', '[9C]SS[9C]', '[1C]C(=O)CC[C@H]([NH3+])C(=O)[O-]', '[1C]C(=O)[C@@H]([3C])C[3C]', '[4C]N[4C]']",[C][Branch2][Branch1][Branch2][C][C][=Branch1][C][=O][N][C@@H1][Branch2][Ring2][Ring1][C][S][S][C][C@@H1][Branch1][N][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][O-1][N][C][=Branch1][C][=O][C][C][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][O-1][NH3+1][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][O-1][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][O-1][NH3+1],"['[3C][C][C][=Branch1][C][=O][O-1]', '[9C][S][S][9C]', '[1C][C][=Branch1][C][=O][C][C][C@H1][Branch1][C][NH3+1][C][=Branch1][C][=O][O-1]', '[1C][C][=Branch1][C][=O][C@@H1][Branch1][C][3C][C][3C]', '[4C][N][4C]']",0
C(CCC(=O)[O-])CC[NH3+],['[NH3+]CCCCCC(=O)[O-]'],[C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O-1][C][C][NH3+1],['[NH3+1][C][C][C][C][C][C][=Branch1][C][=O][O-1]'],0
C(CCCC(=O)[O-])CCCC(=O)[O-],['O=C([O-])CCCCCCCC(=O)[O-]'],[C][Branch1][=Branch2][C][C][C][C][=Branch1][C][=O][O-1][C][C][C][C][=Branch1][C][=O][O-1],['[O][=C][Branch1][C][O-1][C][C][C][C][C][C][C][C][=Branch1][C][=O][O-1]'],0
C(CN(CC(=O)[O-])CC(=O)[O-])[NH+](CC(=O)[O-])CC(=O)[O-],"['[4C]N([4C])[4C]', '[3C]CC[3C]', '[3C]CC(=O)[O-]', '[4C][NH+]([4C])[4C]']",[C][Branch1][P][C][N][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][C][=Branch1][C][=O][O-1][NH1+1][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][C][=Branch1][C][=O][O-1],"['[4C][N][Branch1][C][4C][4C]', '[3C][C][C][3C]', '[3C][C][C][=Branch1][C][=O][O-1]', '[4C][NH1+1][Branch1][C][4C][4C]']",0
C(CN(CC[NH+](CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])[NH+](CC(=O)[O-])CC(=O)[O-],"['[4C]N([4C])[4C]', '[3C]CC[3C]', '[3C]CC(=O)[O-]', '[4C][NH+]([4C])[4C]']",[C][Branch2][Ring1][=N][C][N][Branch2][Ring1][C][C][C][NH1+1][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][C][=Branch1][C][=O][O-1][C][C][=Branch1][C][=O][O-1][NH1+1][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][C][=Branch1][C][=O][O-1],"['[4C][N][Branch1][C][4C][4C]', '[3C][C][C][3C]', '[3C][C][C][=Branch1][C][=O][O-1]', '[4C][NH1+1][Branch1][C][4C][4C]']",0
C(CNCC[NH2+]CCN)[NH3+],"['[4C][NH2+][4C]', '[3C]CC[3C]', '[3C]CCN', '[4C]N[4C]', '[3C]CC[NH3+]']",[C][Branch1][=Branch2][C][N][C][C][NH2+1][C][C][N][NH3+1],"['[4C][NH2+1][4C]', '[3C][C][C][3C]', '[3C][C][C][N]', '[4C][N][4C]', '[3C][C][C][NH3+1]']",0
C(CO)N(c1c(c(c(c(c1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I)C(=O)CO,"['[14C]c1c(I)c([14C])c(I)c([14C])c1I', '[1C]C(=O)CO', '[3C]CCO', '[4C]N([4C])[4C]', '[3C]CC(O)CO', '[1C]C([1C])=O', '[4C]N[4C]']",[C][Branch1][Ring1][C][O][N][Branch2][Ring2][#C][C][=C][Branch2][Ring2][=Branch2][C][=Branch2][Ring1][=Branch2][=C][Branch2][Ring1][Ring2][C][=Branch1][Branch1][=C][Ring1][=Branch1][I][C][=Branch1][C][=O][N][C][C][Branch1][Ring1][C][O][O][I][C][=Branch1][C][=O][N][C][C][Branch1][Ring1][C][O][O][I][C][=Branch1][C][=O][C][O],"['[14C][C][=C][Branch1][C][I][C][Branch1][C][14C][=C][Branch1][C][I][C][Branch1][C][14C][=C][Ring1][#Branch2][I]', '[1C][C][=Branch1][C][=O][C][O]', '[3C][C][C][O]', '[4C][N][Branch1][C][4C][4C]', '[3C][C][C][Branch1][C][O][C][O]', '[1C][C][Branch1][C][1C][=O]', '[4C][N][4C]']",0
C(CS(=O)(=O)[O-])S,['O=S(=O)([O-])CCS'],[C][Branch1][#Branch2][C][S][=Branch1][C][=O][=Branch1][C][=O][O-1][S],['[O][=S][=Branch1][C][=O][Branch1][C][O-1][C][C][S]'],0
C(CS)[NH3+],['[NH3+]CCS'],[C][Branch1][Ring1][C][S][NH3+1],['[NH3+1][C][C][S]'],0
C(=O)([O-])[O-],['O=C([O-])[O-]'],[C][=Branch1][C][=O][Branch1][C][O-1][O-1],['[O][=C][Branch1][C][O-1][O-1]'],0
C(=O)([O-])P(=O)([O-])[O-],['O=C([O-])P(=O)([O-])[O-]'],[C][=Branch1][C][=O][Branch1][C][O-1][P][=Branch1][C][=O][Branch1][C][O-1][O-1],['[O][=C][Branch1][C][O-1][P][=Branch1][C][=O][Branch1][C][O-1][O-1]'],0
C(=O)(N)N,['NC(N)=O'],[C][=Branch1][C][=O][Branch1][C][N][N],['[N][C][Branch1][C][N][=O]'],0
C(=O)(N)NO,['NC(=O)NO'],[C][=Branch1][C][=O][Branch1][C][N][N][O],['[N][C][=Branch1][C][=O][N][O]'],0
C(OC(C(F)(F)F)C(F)(F)F)F,"['[2C]OCF', '[3C]C(C(F)(F)F)C(F)(F)F']",[C][Branch2][Ring1][Branch1][O][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][Branch1][C][F][Branch1][C][F][F][F],"['[2C][O][C][F]', '[3C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][Branch1][C][F][Branch1][C][F][F]']",0
C/[NH+]=C\1/CN(C(=c2cc(ccc2=N1)Cl)c3ccccc3)[O-],['C/[NH+]=C1/CN([O-])C(c2ccccc2)=c2cc(Cl)ccc2=N1'],[C][/NH1+1][=C][/C][N][Branch2][Ring1][#Branch2][C][=Branch1][#C][=C][C][=C][Branch1][=Branch2][C][=C][C][Ring1][=Branch1][=N][\-Ring1][O][Cl][C][=C][C][=C][C][=C][Ring1][=Branch1][O-1],['[C][/NH1+1][=C][/C][N][Branch1][C][O-1][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][C][=C][Branch1][C][Cl][C][=C][C][Ring1][#Branch1][=N][Ring2][Ring1][Ring1]'],0
C/C=C(/C(=C/C)/c1ccc(cc1)O)\c2ccc(cc2)O,"['CC=[5C]', '[5C]=C(C(=[5C])c1ccc(O)cc1)c1ccc(O)cc1']",[C][/C][=C][Branch1][P][/C][=Branch1][Ring1][=C][/C][/C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][\C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O],"['[C][C][=5C]', '[5C][=C][Branch1][S][C][=Branch1][C][=5C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1]']",0
C/C=C/C1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](c3ccc(cc3)O)[NH3+])SC1)C(=O)[O-],"['CC=[5C]', '[14C]c1ccc(O)cc1', '[3C][C@@H]1C(=O)N2C(C(=O)[O-])=C(C=[5C])CS[C@H]12', '[1C]C(=O)[C@H]([6C])[NH3+]', '[4C]N[4C]']",[C][/C][=C][/C][=C][Branch2][Ring2][=Branch1][N][C@@H1][Branch2][Ring1][N][C@@H1][Branch1][Branch1][C][Ring1][Ring2][=O][N][C][=Branch1][C][=O][C@@H1][Branch1][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][NH3+1][S][C][Ring2][Ring1][Branch1][C][=Branch1][C][=O][O-1],"['[C][C][=5C]', '[14C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1]', '[3C][C@@H1][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][=C][Branch1][Ring1][C][=5C][C][S][C@H1][Ring1][=C][Ring1][O]', '[1C][C][=Branch1][C][=O][C@H1][Branch1][C][6C][NH3+1]', '[4C][N][4C]']",0
C/C=C\1/C(=O)N[C@H](C(=O)O[C@H]\2CC(=O)N[C@@H](C(=O)N[C@H](CSSCC/C=C2)C(=O)N1)C(C)C)C(C)C,"['[3C]CCC=[5C]', 'CC=[5C]', 'CC(C)[6C]', '[5C]=C([11C])[11C]', '[9C]SS[9C]', '[2C]O[2C]', '[8C]N[8C]', '[1C]C([1C])=O', '[3C][C@H](C=[5C])C[13C]', '[3C]C[61C]', '[6C]C([11C])[11C]', '[6C][C@@H]([11C])[111C]']",[C][/C][=C][/C][=Branch1][C][=O][N][C@H1][Branch2][Ring2][#C][C][=Branch1][C][=O][O][C@H1][C][C][=Branch1][C][=O][N][C@@H1][Branch2][Ring1][#Branch2][C][=Branch1][C][=O][N][C@H1][Branch1][#Branch2][C][S][S][C][C][/C][=C][\-Ring1][P][C][=Branch1][C][=O][N][\-Ring2][Ring1][N][C][Branch1][C][C][C][C][Branch1][C][C][C],"['[3C][C][C][C][=5C]', '[C][C][=5C]', '[C][C][Branch1][C][C][6C]', '[5C][=C][Branch1][C][11C][11C]', '[9C][S][S][9C]', '[2C][O][2C]', '[8C][N][8C]', '[1C][C][Branch1][C][1C][=O]', '[3C][C@H1][Branch1][Ring1][C][=5C][C][13C]', '[3C][C][61C]', '[6C][C][Branch1][C][11C][11C]', '[6C][C@@H1][Branch1][C][11C][111C]']",0
c1(c(nc(c(n1)Cl)N)N)C(=O)NC(=[NH2+])N,"['[12C]c1nc(Cl)c(N)nc1N', '[1C]C([1C])=O', '[4C]NC(N)=[NH2+]']",[C][=Branch1][P][=C][Branch1][=N][N][=C][Branch1][Branch2][C][=Branch1][Ring2][=N][Ring1][=Branch1][Cl][N][N][C][=Branch1][C][=O][N][C][=Branch1][C][=NH2+1][N],"['[12C][C][=N][C][Branch1][C][Cl][=C][Branch1][C][N][N][=C][Ring1][Branch2][N]', '[1C][C][Branch1][C][1C][=O]', '[4C][N][C][Branch1][C][N][=NH2+1]']",0
C1[C@@H]([C@@H]2[C@H](O1)[C@@H](CO2)O[N+](=O)[O-])O,"['[2C]O[N+](=O)[O-]', '[3C][C@@H]1CO[C@@H]2[C@@H](O)CO[C@H]12']",[C][C@@H1][Branch2][Ring1][Branch1][C@@H1][C@H1][Branch1][Ring2][O][Ring1][Branch1][C@@H1][Branch1][Branch1][C][O][Ring1][=Branch1][O][N+1][=Branch1][C][=O][O-1][O],"['[2C][O][N+1][=Branch1][C][=O][O-1]', '[3C][C@@H1][C][O][C@@H1][C@@H1][Branch1][C][O][C][O][C@H1][Ring1][=Branch2][Ring1][=Branch1]']",0
C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1[NH3+])O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)[NH3+])O)O)O[C@@H]3[C@@H](C[C@@H]([C@H](O3)C[NH3+])O)[NH3+])[NH3+],"['[3C][C@H]1[C@H]([NH3+])C[C@H]([NH3+])[C@@H]([3C])[C@@H]1O', '[6C]CO', '[2C]O[2C]', '[3C][C@H]1O[C@H]([11C])[C@@H](O)[C@H]([NH3+])[C@H]1O', '[3C][C@H]1O[C@H]([11C])[C@@H](O)C[C@H]1[NH3+]', '[6C]C[NH3+]']",[C][C@@H1][Branch2][Branch1][#Branch2][C@H1][Branch2][Ring2][Ring1][C@@H1][Branch2][Ring1][=C][C@H1][Branch1][Branch1][C@@H1][Ring1][=Branch1][NH3+1][O][C@@H1][C@@H1][Branch1][P][C@H1][Branch1][=N][C@@H1][Branch1][=Branch2][C@H1][Branch1][Ring2][O][Ring1][=Branch1][C][O][O][NH3+1][O][O][O][C@@H1][C@@H1][Branch1][=C][C][C@@H1][Branch1][=Branch2][C@H1][Branch1][Ring2][O][Ring1][=Branch1][C][NH3+1][O][NH3+1][NH3+1],"['[3C][C@H1][C@H1][Branch1][C][NH3+1][C][C@H1][Branch1][C][NH3+1][C@@H1][Branch1][C][3C][C@@H1][Ring1][=Branch2][O]', '[6C][C][O]', '[2C][O][2C]', '[3C][C@H1][O][C@H1][Branch1][C][11C][C@@H1][Branch1][C][O][C@H1][Branch1][C][NH3+1][C@H1][Ring1][=Branch2][O]', '[3C][C@H1][O][C@H1][Branch1][C][11C][C@@H1][Branch1][C][O][C][C@H1][Ring1][Branch2][NH3+1]', '[6C][C][NH3+1]']",0
C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CC[NH3+])O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)[NH3+])O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)C[NH3+])O)O)O)[NH3+],"['[3C][C@H]1O[C@H]([11C])[C@@H](O)[C@H](O)[C@H]1O', '[3C][C@H]1C[C@H]([NH3+])[C@@H]([3C])[C@H](O)[C@H]1[3C]', '[6C]CO', '[2C]O[2C]', '[1C]C(=O)[C@@H](O)CC[NH3+]', '[3C][C@H]1O[C@H]([11C])[C@@H](O)[C@H]([NH3+])[C@H]1O', '[4C]N[4C]', '[6C]C[NH3+]']",[C][C@@H1][Branch2][=Branch1][Branch2][C@H1][Branch2][Ring2][=C][C@@H1][Branch2][Ring2][=Branch2][C@H1][Branch1][S][C@@H1][Ring1][=Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][Ring2][C][C][NH3+1][O][O][C@@H1][C@@H1][Branch1][P][C@H1][Branch1][=N][C@@H1][Branch1][=Branch2][C@H1][Branch1][Ring2][O][Ring1][=Branch1][C][O][O][NH3+1][O][O][O][C@@H1][C@@H1][Branch1][P][C@H1][Branch1][=N][C@@H1][Branch1][=Branch2][C@H1][Branch1][Ring2][O][Ring1][=Branch1][C][NH3+1][O][O][O][NH3+1],"['[3C][C@H1][O][C@H1][Branch1][C][11C][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring1][=Branch2][O]', '[3C][C@H1][C][C@H1][Branch1][C][NH3+1][C@@H1][Branch1][C][3C][C@H1][Branch1][C][O][C@H1][Ring1][=Branch2][3C]', '[6C][C][O]', '[2C][O][2C]', '[1C][C][=Branch1][C][=O][C@@H1][Branch1][C][O][C][C][NH3+1]', '[3C][C@H1][O][C@H1][Branch1][C][11C][C@@H1][Branch1][C][O][C@H1][Branch1][C][NH3+1][C@H1][Ring1][=Branch2][O]', '[4C][N][4C]', '[6C][C][NH3+1]']",0
C1[C@@H]([C@H]([C@@H]([C@H]([NH+]1CCO)CO)O)O)O,"['[4C][NH+]1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1[11C]', '[6C]CO', '[3C]CCO']",[C][C@@H1][Branch2][Ring1][Ring2][C@H1][Branch1][S][C@@H1][Branch1][N][C@H1][Branch1][#Branch1][NH1+1][Ring1][=Branch1][C][C][O][C][O][O][O][O],"['[4C][NH1+1][C][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring1][=Branch2][11C]', '[6C][C][O]', '[3C][C][C][O]']",0
C1[C@@H]([C@H](O[C@H]1N2C=NC(=NC2=O)N)CO)O,"['[7C]n1cnc(N)nc1=O', '[6C]CO', '[6C][C@@H]1C[C@H](O)[C@@H]([11C])O1']",[C][C@@H1][Branch2][Ring1][=Branch1][C@H1][Branch1][P][O][C@H1][Ring1][Branch1][N][C][=N][C][=Branch1][=Branch1][=N][C][Ring1][=Branch1][=O][N][C][O][O],"['[7C][N][C][=N][C][Branch1][C][N][=N][C][Ring1][#Branch1][=O]', '[6C][C][O]', '[6C][C@@H1][C][C@H1][Branch1][C][O][C@@H1][Branch1][C][11C][O][Ring1][#Branch1]']",1
C1[C@@H](CC[C@H](C1)C(=O)[O-])C[NH3+],"['[13C][C@H]1CC[C@H]([13C])CC1', '[6C]C[NH3+]', '[1C]C(=O)[O-]']",[C][C@@H1][Branch1][=C][C][C][C@H1][Branch1][Ring2][C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][NH3+1],"['[13C][C@H1][C][C][C@H1][Branch1][C][13C][C][C][Ring1][#Branch1]', '[6C][C][NH3+1]', '[1C][C][=Branch1][C][=O][O-1]']",0
C1[C@@H](NC(=[NH+][C@H]1O)N)[C@H]2C(=O)NC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N/C(=C\NC(=O)N)/C(=O)N2)CO)CO)NC(=O)C[C@H](CCC[NH3+])[NH3+],"['[4C]NC=C([11C])[11C]', '[4C]N[4C]', '[6C][C@H]1C[C@H](O)[NH+]=C(N)N1', '[6C]CO', '[1C]C(=O)C[C@@H]([NH3+])CCC[NH3+]', '[8C]N[8C]', '[1C]C([1C])=O', '[3C][C@H]([13C])C[6C]', '[6C]C([11C])[11C]', '[1C]C(N)=O']",[C][C@@H1][Branch1][O][N][C][=Branch1][=Branch1][=NH1+1][C@H1][Ring1][=Branch1][O][N][C@H1][C][=Branch1][C][=O][N][C][C@@H1][Branch2][Ring2][=C][C][=Branch1][C][=O][N][C@H1][Branch2][Ring2][Ring1][C][=Branch1][C][=O][N][C@H1][Branch2][Ring1][Branch2][C][=Branch1][C][=O][N][/C][=Branch1][Branch2][=C][\N][C][=Branch1][C][=O][N][/C][=Branch1][C][=O][N][Ring2][Ring1][#Branch2][C][O][C][O][N][C][=Branch1][C][=O][C][C@H1][Branch1][Branch1][C][C][C][NH3+1][NH3+1],"['[4C][N][C][=C][Branch1][C][11C][11C]', '[4C][N][4C]', '[6C][C@H1][C][C@H1][Branch1][C][O][NH1+1][=C][Branch1][C][N][N][Ring1][Branch2]', '[6C][C][O]', '[1C][C][=Branch1][C][=O][C][C@@H1][Branch1][C][NH3+1][C][C][C][NH3+1]', '[8C][N][8C]', '[1C][C][Branch1][C][1C][=O]', '[3C][C@H1][Branch1][C][13C][C][6C]', '[6C][C][Branch1][C][11C][11C]', '[1C][C][Branch1][C][N][=O]']",0
C1[C@@H]2C[C@@H]2N([C@@H]1C#N)C(=O)[C@H](C34CC5CC(C3)CC(C5)(C4)O)[NH3+],"['[4C]N1[C@H](C#N)C[C@@H]2C[C@@H]21', '[13C]C12CC3CC(C1)CC(O)(C3)C2', '[1C]C(=O)[C@@H]([6C])[NH3+]']",[C][C@@H1][C][C@@H1][Ring1][Ring1][N][Branch1][=Branch1][C@@H1][Ring1][=Branch1][C][#N][C][=Branch1][C][=O][C@H1][Branch2][Ring1][Branch2][C][C][C][C][C][Branch1][Ring2][C][Ring1][=Branch1][C][C][Branch1][Ring2][C][Ring1][#Branch1][Branch1][Ring2][C][Ring1][#Branch2][O][NH3+1],"['[4C][N][C@H1][Branch1][Ring1][C][#N][C][C@@H1][C][C@@H1][Ring1][Ring1][Ring1][Branch2]', '[13C][C][C][C][C][C][Branch1][Ring2][C][Ring1][=Branch1][C][C][Branch1][C][O][Branch1][Ring2][C][Ring1][Branch2][C][Ring1][O]', '[1C][C][=Branch1][C][=O][C@@H1][Branch1][C][6C][NH3+1]']",0
C1[C@@H]2N(C1=O)[C@H](/C(=C/CO)/O2)C(=O)[O-],"['[5C]=CCO', '[1C]C(=O)[O-]', '[5C]=C1O[C@@H]2CC(=O)N2[C@H]1[11C]']",[C][C@@H1][N][Branch1][Branch1][C][Ring1][Ring2][=O][C@H1][Branch1][#Branch2][/C][=Branch1][Ring2][=C][/C][O][/O][Ring1][#Branch2][C][=Branch1][C][=O][O-1],"['[5C][=C][C][O]', '[1C][C][=Branch1][C][=O][O-1]', '[5C][=C][O][C@@H1][C][C][=Branch1][C][=O][N][Ring1][Branch1][C@H1][Ring1][Branch2][11C]']",0
C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1[NH3+])O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C[NH3+])O)O)[NH3+])O[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O[C@@H]4[C@@H]([C@H]([C@@H]([C@@H](O4)C[NH3+])O)O)[NH3+])O)O)[NH3+],"['[3C][C@H]1O[C@H]([11C])[C@@H](O)[C@H](O)[C@H]1[NH3+]', '[6C]CO', '[2C]O[2C]', '[3C][C@@H]1[C@@H]([NH3+])C[C@@H]([NH3+])[C@H](O)[C@H]1[3C]', '[3C][C@@H]1O[C@H]([11C])[C@@H]([3C])[C@H]1O', '[3C][C@H]1O[C@@H]([11C])[C@@H](O)[C@H](O)[C@H]1[NH3+]', '[6C]C[NH3+]']",[C][C@H1][Branch2][=Branch1][#C][C@@H1][Branch2][=Branch1][#Branch2][C@H1][Branch2][Ring1][=C][C@@H1][Branch1][Branch1][C@H1][Ring1][=Branch1][NH3+1][O][C@@H1][C@@H1][Branch1][P][C@H1][Branch1][=N][C@@H1][Branch1][=Branch2][C@H1][Branch1][Ring2][O][Ring1][=Branch1][C][NH3+1][O][O][NH3+1][O][C@H1][C@@H1][Branch2][Ring2][C][C@@H1][Branch1][=Branch2][C@H1][Branch1][Ring2][O][Ring1][Branch1][C][O][O][C@@H1][C@@H1][Branch1][P][C@H1][Branch1][=N][C@@H1][Branch1][=Branch2][C@@H1][Branch1][Ring2][O][Ring1][=Branch1][C][NH3+1][O][O][NH3+1][O][O][NH3+1],"['[3C][C@H1][O][C@H1][Branch1][C][11C][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring1][=Branch2][NH3+1]', '[6C][C][O]', '[2C][O][2C]', '[3C][C@@H1][C@@H1][Branch1][C][NH3+1][C][C@@H1][Branch1][C][NH3+1][C@H1][Branch1][C][O][C@H1][Ring1][=Branch2][3C]', '[3C][C@@H1][O][C@H1][Branch1][C][11C][C@@H1][Branch1][C][3C][C@H1][Ring1][#Branch1][O]', '[3C][C@H1][O][C@@H1][Branch1][C][11C][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring1][=Branch2][NH3+1]', '[6C][C][NH3+1]']",0
C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1[NH3+])O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C[NH3+])O)O)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)[NH3+])O)[NH3+],"['[3C][C@H]1[C@H]([NH3+])C[C@H]([NH3+])[C@@H]([3C])[C@@H]1O', '[3C][C@H]1O[C@H]([11C])[C@@H](O)[C@H](O)[C@H]1O', '[6C]CO', '[2C]O[2C]', '[3C][C@H]1O[C@H]([11C])[C@@H](O)[C@H]([NH3+])[C@H]1O', '[6C]C[NH3+]']",[C][C@H1][Branch2][Branch1][=N][C@@H1][Branch2][Ring2][Ring1][C@H1][Branch2][Ring1][=C][C@@H1][Branch1][Branch1][C@H1][Ring1][=Branch1][NH3+1][O][C@@H1][C@@H1][Branch1][P][C@H1][Branch1][=N][C@@H1][Branch1][=Branch2][C@H1][Branch1][Ring2][O][Ring1][=Branch1][C][NH3+1][O][O][O][O][O][C@@H1][C@@H1][Branch1][P][C@H1][Branch1][=N][C@@H1][Branch1][=Branch2][C@H1][Branch1][Ring2][O][Ring1][=Branch1][C][O][O][NH3+1][O][NH3+1],"['[3C][C@H1][C@H1][Branch1][C][NH3+1][C][C@H1][Branch1][C][NH3+1][C@@H1][Branch1][C][3C][C@@H1][Ring1][=Branch2][O]', '[3C][C@H1][O][C@H1][Branch1][C][11C][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring1][=Branch2][O]', '[6C][C][O]', '[2C][O][2C]', '[3C][C@H1][O][C@H1][Branch1][C][11C][C@@H1][Branch1][C][O][C@H1][Branch1][C][NH3+1][C@H1][Ring1][=Branch2][O]', '[6C][C][NH3+1]']",0
C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1[NH3+])O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)[NH3+])O[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O[C@@H]4[C@@H]([C@H]([C@@H]([C@@H](O4)C[NH3+])O)O)[NH3+])O)O)[NH3+],"['[3C][C@H]1O[C@H]([11C])[C@@H](O)[C@H](O)[C@H]1[NH3+]', '[6C]CO', '[2C]O[2C]', '[3C][C@@H]1[C@@H]([NH3+])C[C@@H]([NH3+])[C@H](O)[C@H]1[3C]', '[3C][C@@H]1O[C@H]([11C])[C@@H]([3C])[C@H]1O', '[3C][C@H]1O[C@@H]([11C])[C@@H](O)[C@H](O)[C@H]1[NH3+]', '[6C]C[NH3+]']",[C][C@H1][Branch2][=Branch1][#C][C@@H1][Branch2][=Branch1][#Branch2][C@H1][Branch2][Ring1][=C][C@@H1][Branch1][Branch1][C@H1][Ring1][=Branch1][NH3+1][O][C@@H1][C@@H1][Branch1][P][C@H1][Branch1][=N][C@@H1][Branch1][=Branch2][C@H1][Branch1][Ring2][O][Ring1][=Branch1][C][O][O][O][NH3+1][O][C@H1][C@@H1][Branch2][Ring2][C][C@@H1][Branch1][=Branch2][C@H1][Branch1][Ring2][O][Ring1][Branch1][C][O][O][C@@H1][C@@H1][Branch1][P][C@H1][Branch1][=N][C@@H1][Branch1][=Branch2][C@@H1][Branch1][Ring2][O][Ring1][=Branch1][C][NH3+1][O][O][NH3+1][O][O][NH3+1],"['[3C][C@H1][O][C@H1][Branch1][C][11C][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring1][=Branch2][NH3+1]', '[6C][C][O]', '[2C][O][2C]', '[3C][C@@H1][C@@H1][Branch1][C][NH3+1][C][C@@H1][Branch1][C][NH3+1][C@H1][Branch1][C][O][C@H1][Ring1][=Branch2][3C]', '[3C][C@@H1][O][C@H1][Branch1][C][11C][C@@H1][Branch1][C][3C][C@H1][Ring1][#Branch1][O]', '[3C][C@H1][O][C@@H1][Branch1][C][11C][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring1][=Branch2][NH3+1]', '[6C][C][NH3+1]']",0
